Name,Series,Short Description,Category,Gender,Magic,Memetic,Might,Mind,Motion,Moxie,Mutation,Myth,Stats,Rank,Growth Type,Growth Rate,Restock,Return,Gift,NSFW
Slime,Generic,"The generic blue RPG slime, a blue blob immune to physical strikes, capable of spitting acid globs and corroding items with its body fluids. Grows stronger by eating organic stuff, and evolve when fed powerful magical foods",Familiar,Other,D,F,D,F,E,F,D,D,21,D,Tinker,Medium,N/A,N/A,FALSE,FALSE
King Nothing,JoJo's Bizarre Adventure,"A Stand made of jigsaw puzzle pieces, capable of tracking any person or object via scent when exposed to a pertinent object. Will automatically pursue until the target is found. Can also disassemble itself at will and use its pieces to mock up shapes and locations.",Familiar,N/A,C,F,F,C,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Nick Valentine,Fallout,"Owner of the Valentine Detective Agency, a synth specializing in information gathering and detective work. He's good at hacking, ranged and melee combat, and investigations. A bit of an old model synth, though.",Familiar,Male,D,F,D,D,D,B,F,D,75,C,Tinker,Medium,N/A,N/A,FALSE,FALSE
Enough Gun,Generic,"More bullets always works. So long as you are using it or directly in charge of the people using it, guns and other completely mundane weaponry will work on anything. It doesn't matter if they're a god, an eldritch entity, or have some sort of crazy power- put enough bullets into them and they'll die. Though you have to have enough bullets first...",Passive,N/A,S,F,A,F,F,A,F,F,700,A,N/A,N/A,N/A,N/A,FALSE,FALSE
Flynn Taggart's Arsenal,DOOM,"A pocket dimension full of the armor and armaments used by Corporal Flynn Taggart, aka the Doom Slayer. None but you may enter. Also comes with a voice activated guide and user manual for everything in the warehouse. All weapons are upgradeable. Unmaykr, BFG 9000, Crucible Sword, and Sentinel Hammer ammo takes 1 week to restock. Everything else takes 24 hours.",Arsenal,N/A,S,F,C,F,C,C,C,S,"1,040",S,Ticket,Medium,1wk,Auto,TRUE,FALSE
Rei-quarium,Neon Genesis Evangelion,"A large glass tank containing several dozen soulless clone bodies of Rei Ayanami. They can be decanted, but will swiftly degrade and dissolve into LCL if removed while lacking a soul. Try not to look at it too often.",Novelty,Female,D,E,F,F,F,E,D,D,17,D,N/A,N/A,N/A,Auto,TRUE,FALSE
Geneforged,Geneforge,"You evolve to become magically and physically perfect, allowing you to create life and cast magic more easily. You start with fire magic, a single fire breathing raptor summon, and the ability to grow via conflict and time. You become more alien the more you evolve, though this can be mitigated with the right evolutions.",Passive,N/A,D,F,D,D,D,F,D,F,25,D,Time,Fast,N/A,N/A,FALSE,FALSE
Beginner Shaper Knowledge,Geneforge ,"You have the skills of an introductory Shaper, including the ability to manufacture Life utilizing Essence. You start out knowing what tools you need, the initial Shaper infrastructure creations, and the knowledge of how to improve as a shaper. Improves your magic slightly.",Skill,N/A,C,F,F,C,F,F,C,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Fully Stocked RV,Generic,A fully stocked and fueled RV filled with enough food and water to last a single person a week. The RV's gas tank and fridge refills automatically after a week.,Vehicle,N/A,E,F,C,F,C,D,F,F,26,D,Tinker,Hyper,1wk,1hr,TRUE,FALSE
Way of the Pistol Shrimp,Generic,"Create cavitation bubbles in any material by snapping your fingers, clapping, or otherwise striking something very hard. The surroundings will quickly collapse around the bubble again, and cause a plasma flash from the impact.",Skill,N/A,D,E,D,F,D,F,D,F,21,D,Train,Medium,N/A,N/A,FALSE,FALSE
Yarn of Minos,Generic,"A large bundle of red yarn. When this yarn is laid down, it cannot be removed unless reeled/raveled back into its spool. Perfect for finding your way out of mazes or to prevent from getting lost.",Arsenal,N/A,E,D,F,E,F,F,F,C,17,D,Twin,Fast,N/A,Auto,TRUE,FALSE
Reverse Possession,Generic,"If something tries to possess you, you can instead trap it inside you and force it to help you against its will. You gain a small portion of the would be possessor's powers and can gain even more of theirs depending on what deals you make in exchange with them. ",Passive,N/A,A,C,F,F,F,D,F,F,115,B,Trust,Medium,N/A,N/A,FALSE,FALSE
Techadon Gauntlet,Ben 10,A large disembodied armored gauntlet that is capable of shooting lasers that can puncture through concrete from the palm or fingers. If worn the gauntlet will begin to rebuild the rest of its body back into a techadon robot  around your body within a couple of days.,Arsenal,N/A,A,D,C,E,D,F,F,F,121,B,Time,Hyper,N/A,Manual,TRUE,FALSE
Kamikaze,Generic,"At the time of your death, your body self destructs with all the energy you have gained up to that point. If you are out of energy, treat the explosion as if you had a full tank",Passive,N/A,S,F,F,F,F,F,F,F,500,A,Twin,Medium,N/A,N/A,FALSE,FALSE
Mann vs Machine,Team Fortress 2,Nine robotic replicates of the mercenaries from Team fortress 2. They only have their default/stock loadouts of the classes they are made up of. Restocks upon destruction. Any upgrades applied to the robots stay upon being restocked.,Familiar,Male,D,E,E,E,D,E,F,F,14,D,Tinker,Fast,1wk,Auto,TRUE,FALSE
Giant Jumping Sandman Scout,Team Fortress 2,"A large robotic duplicate of the Scout from Team Fortress 2. It is rather fragile compared to what its size may suggest, but is also incredibility fast and mobile. Bats baseballs with the force of a cannon, at the rate of pistol fire. Requires 100 USD or equivalent currency to function for an hour.",Familiar,Male,D,F,D,E,C,F,F,F,21,D,Tinker,Fast,N/A,Auto,TRUE,FALSE
Sergeant Crits,Team Fortress 2,"A giant, self repairing, robotic duplicate of the Soldier from Team Fortress 2. It is an incredibly resilient and durable robot with a rocket launcher capable of shooting out crit-boosted rockets at the same rate of a machine gun. Requires 100 USD or equivalent currency to function for an hour.",Familiar,Male,D,F,B,E,D,F,F,F,61,C,Tinker,Fast,N/A,Auto,TRUE,FALSE
Giant Flare Pyro,Team Fortress 2,A large robotic duplicate of the Pyro from Team Fortress 2. It uses an equally giant Flare gun that is incredibly accurate and fast firing with quick reloading time. Requires 100 USD or equivalent currency to function for an hour.,Familiar,Nonbinary,D,F,D,E,D,F,F,F,16,D,Tinker,Fast,N/A,Auto,TRUE,FALSE
Sir Nukesalot ,Team Fortress 2 ,This mechanical monster is a Giant Demoman wielding a cannon that shoots out large grenades that have the same smoking effect as the Sentry Buster's explosion. It is incredibly durable and has great destructive potential. Requires 100 USD or equivalent currency to function for an hour.,Familiar,Male,D,F,C,E,D,F,F,F,21,D,Tinker,Fast,N/A,Auto,TRUE,FALSE
Captain Punch,Team Fortress 2 ,"A humgonus robotic duplicate of Heavy from Team Fortress 2, armed only with Fists of Steel. Has incredible resistance against all long range attacks and is overall incredibly durable compared to other robots. Requires 100 USD or equivalent currency to function for an hour.",Familiar,Male,D,F,B,E,D,F,F,F,61,C,Tinker,Fast,N/A,Auto,TRUE,FALSE
Mass Teleporting Engineer,Team Fortress 2 ,An incredibly durable robotic duplicate of the engineer. Has most of the intelligence and blueprints of the Engineer's design. Capable of quickly setting up sentry nest and large teleport that can teleport dozens of units. Requires t00 USD or equivalent currency to function for an hour.,Familiar,Male,D,D,D,C,C,E,F,F,36,D,Tinker,Fast,N/A,Auto,TRUE,FALSE
Mini Sentry-chan,Team Fortress 2 ,"A mini sentry made into a sort of childish humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Rather quiet and deadpan. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,TRUE,FALSE
Mimi the Mini Sentry Turret,Team Fortress 2 ,"A mini sentry made into a vaguely teenage humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. A prankster and vicious little gremlin. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Senthia the Sentry Turret,Team Fortress 2 ,"A sentry turret made into a very dangerous humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Vivacious and vicious in equal measures. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,C,D,D,D,F,D,36,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Dis-Penelope the Dispenser,Team Fortress 2 ,"A dispenser made into a motherly humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Very motherly, but still a prankster. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,C,E,D,D,D,D,F,D,36,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Entela and Exodus the Teleporter Twins,Team Fortress 2 ,"A teleporter set made into a pair of humanoid twins. Carries the same capabilities as the normal buildings, but far more deadly due to being sapient, mobile robots. Both of them are fun loving gremlins. Don't really talk, but they make expressive noises. Defaults RED, every duplicate grants pair in another team color.",Familiar,Female,D,E,D,D,C,D,F,D,36,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Telle Twins (#1 and #2),Team Fortress 2 ,"A teleporter set made into a pair of humanoid twins. Carries the same capabilities as the normal buildings, but far more deadly due to being sapient, mobile robots. Both of them are cutesy gremlin types. Don't really talk, but they make expressive noises. Defaults RED, every duplicate grants pair in another team color.",Familiar,Female,D,E,D,D,C,D,F,D,36,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Noelle the Repair Node,Team Fortress 2 ,"A repair node made into a cutesy, young adult humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Cutesy, but also incredibly vicious. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Ambie the Ambassador,Team Fortress 2 ,"An Ambassador revolver made into a mature, refined humanoid form. Carries the same capabilities as the normal weapon, but far more deadly due to being a sapient, mobile robot. Rather quiet and smug. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Sapphyre the Electro Sapper,Team Fortress 2 ,"A sapper made into a tiny gremlin form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. A very cat-like gremlin. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Sasha the Minigun,Team Fortress 2 ,"A minigun made into a one-armed, very sturdy humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Rather quiet and deadpan. Doesn't really talk, but makes expressive noises. Defaults RED, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Matilda the Tank,Team Fortress 2 ,"A bomb tank made into a gigantic, burly humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Quiet, but extremely deadly. Doesn't really talk, but makes expressive noises. Defaults BLU, every duplicate grants one in another team color.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Aperture Science Turret-chan,Portal,"An Aperture Science turret made into a cute humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Has an innocent, cutesy personality. Every duplicate of this ticket grants another turret, but you can build more on your own if you want.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Combine Turret-chan,Half Life,"A Combine turret made into a cute humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Has an aggressive, militaristic personality. Every duplicate of this ticket grants another turret, but you can build more on your own if you want.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Scrap Turret Girl,Lethal Company,"A machine gun turret made into a cute, skeletal, usually one-armed humanoid form. Carries the same capabilities as the normal building, but far more deadly due to being a sapient, mobile robot. Has an aggressive, sadistic personality. Every duplicate of this ticket grants another turret, but you can build more on your own if you want.",Familiar,Female,D,E,D,D,D,D,F,D,31,D,Tinker,Fast,N/A,Auto,FALSE,FALSE
Femet Berry,Pokemon R34,"A berry that, in exchange for lowering EVs, sharply raises the estrogen levels in any given pokemon, turning them more voluptuous and feminizing them into something more sexually agreeable. Start with 30 berries. No more than one a day, unless you want things to get VERY interesting.",Farmable,N/A,C,B,F,F,F,C,D,F,75,C,Time,Medium,1wk,N/A,TRUE,TRUE
A-series Anthroball,Pokemon R34,"A pokeball that turns any pokemon caught within into a voluptuous, horny, sexually available anthropomorphic version of that species, turning males into estrogenized femboys, and females into breeders. You get 6 on a standard pokeball belt.",Consumable,N/A,C,B,F,F,F,C,D,F,75,C,N/A,N/A,2wk,N/A,TRUE,TRUE
B-series Anthroball,Pokemon R34,"A pokeball that turns any pokemon caught within into a voluptuous, horny, sexually aggressive anthropomorphic version of that species, turning males into musclebound fuckmonsters, and females into... musclebound fuckmonsters, also with included giant penis. You get 6 on a standard pokeball belt.",Consumable,N/A,C,B,F,F,F,C,D,F,75,C,N/A,N/A,2wk,N/A,TRUE,TRUE
"""Rare"" Candy",Pokemon R34,"It works the exact same as a normal rare candy, but the extra hormones within estrogenize the human body and have an aphrodisiac, psychoactive, and feminizing aspect to the point that taking too many will almost entirely feminize any male or female into a mindbroken fuckpet, including the ability to get pregnant even without a vagina.",Consumable,N/A,C,B,F,F,F,C,D,F,75,C,N/A,N/A,2wk,N/A,TRUE,TRUE
Joy,Bayonetta,"Seraphim of the First Sphere, shapeless and spiritual, they take female form when in the mortal plane, and can even duplicate themselves if they wish. Yes, the stripper dancing before battle is normal.",Familiar,Female,S,A,A,A,A,S,A,SS,"2,500",S,N/A,N/A,N/A,N/A,FALSE,TRUE
Umbra Witch,Bayonetta,"You are an Umbra Witch, a practitioner of the Dark Arts, overseer of history. Your hair itself is a conduit for your magic, and your magic comes from the defeat and contracting of demons to serve your will. Also, you're a girl now, retroactively. Although this ticket starts with high stats, you don't get access to any of it until you start subjugating demons to your will. You start with an Umbran Watch and knowledge of Bullet Arts.",Skill,Female,S,B,B,C,B,B,C,A,820,A,Train,Medium,N/A,N/A,FALSE,TRUE
Lumen Sage,Bayonetta,"You are a Lumen Sage, a practitioner of the holy arts, overseer of history. Your robes are a conduit for your magic, and your magic comes from prayer and the beseeching of angels to grant you power. Also, you're a guy now, retroactively. Although this ticket starts with high stats, you don't get access to any of it until you start contracting angels for more strength. You start with a Lumen's Watch and Divine Robes.",Skill,Male,S,B,B,C,B,B,C,A,820,A,Train,Medium,N/A,N/A,FALSE,TRUE
